sensor_0_avg,sensor_1_avg,sensor_2_avg,Wind speed (m/s),wind_speed_4_avg,Pitch angle (°),sensor_6_avg,sensor_7_avg,sensor_8_avg,sensor_9_avg,sensor_10_avg,sensor_11_avg,sensor_12_avg,sensor_13_avg,sensor_14_avg,sensor_15_avg,sensor_16_avg,sensor_17_avg,sensor_18_avg,sensor_19_avg,sensor_20_avg,sensor_21_avg,sensor_22_avg,sensor_23_avg,sensor_24_avg,sensor_25_avg,sensor_26_avg,reactive_power_27_avg,reactive_power_28_avg,power_29_avg,power_30_avg,sensor_31_avg,sensor_32_avg,sensor_33_avg,sensor_34_avg,sensor_35_avg,sensor_36_avg,sensor_37_avg,sensor_38_avg,sensor_39_avg,sensor_40_avg,sensor_41_avg,sensor_42_avg,sensor_43_avg,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,Power (kW),sensor_51,Rotor speed (RPM),sensor_53_avg
25,98.0,-15.4,8.0,7.5,-2.2,34,44,96,42,39,61,56,59,67.0,75,73,74,1600.2,36,39,40,1.0,578.2,622.1,605.1,49.9,0.487804878,-0.487804878,0.347902439,0.347365854,-0.059756098,401.3,399.0,398.9,41,43,42,83,87,81,51,113.4,36,0,118692,0,0,-20421,0,118692,-20421,14.1,27
24,111.8,-20.2,4.5,4.2,-0.6,33,45,99,45,38,55,54,56,59.0,72,71,72,1261.1,34,43,39,0.5,149.4,170.1,151.8,50.0,0.207707317,-0.207707317,0.043414634,0.043414634,-0.04102439,402.2,399.9,399.2,39,40,40,84,87,81,51,132.0,36,0,14811,0,0,-13953,0,14811,-13953,11.1,26
24,123.5,-5.4,5.1,4.7,-1.2,32,45,94,44,38,52,51,51,52.0,66,65,66,1273.6,33,42,39,0.6,199.7,226.3,213.9,50.0,0.335902439,-0.335902439,0.070682927,0.070536585,-0.039707317,399.2,396.9,396.2,39,40,40,83,86,80,50,128.8,35,0,24052,0,0,-13228,0,24052,-13228,11.2,25
24,277.0,-2.9,4.4,4.2,-0.6,35,38,45,38,38,47,42,34,48.0,42,42,42,1254.3,31,35,39,0.7,90.2,115.2,92.6,50.0,0.210634146,-0.210634146,0.043317073,0.043219512,-0.033170732,400.4,398.2,397.6,39,40,40,72,74,68,47,279.9,33,0,14800,0,0,-11342,0,14800,-11342,11.1,29
24,291.3,-5.0,4.3,4.3,-0.1,35,41,78,41,38,48,43,43,64.0,60,59,60,1257.3,32,39,39,0.7,113.9,134.0,123.0,50.0,0.242292683,-0.242292683,0.050585366,0.049317073,-0.027414634,399.0,397.1,396.3,39,41,40,72,76,69,51,296.4,34,-246,16993,0,-328,-9173,0,16747,-9501,11.1,29
24,359.0,69.1,4.7,4.8,-0.8,35,41,85,42,38,51,45,45,66.0,63,62,63,1261.3,33,40,39,0.8,137.2,164.5,143.9,50.0,0.353268293,-0.353268293,0.075463415,0.075268293,-0.040634146,400.1,398.3,397.7,39,40,40,73,76,69,51,290.8,34,0,25646,0,0,-13884,0,25646,-13884,11.1,29
21,26.5,-6.6,4.2,4.1,-0.1,30,36,49,36,39,46,42,37,51.0,50,49,49,1251.7,28,33,39,0.5,171.9,183.5,177.1,50.0,0.185804878,-0.185804878,0.04,0.035658537,-0.028390244,400.7,397.9,397.5,40,41,41,71,73,67,51,33.1,30,-289,12468,0,-356,-9311,0,12178,-9667,11.1,24
21,0.3,-12.1,4.1,4.3,-0.3,31,36,53,36,37,45,42,35,48.0,45,44,45,1255.7,27,33,38,0.7,110.5,131.7,105.5,50.0,0.230390244,-0.230390244,0.049609756,0.049365854,-0.034585366,400.7,398.2,398.3,38,40,39,70,73,66,50,12.4,30,0,16888,0,0,-11833,0,16888,-11833,11.1,23
21,12.3,18.4,4.3,4.5,-0.4,31,36,58,36,38,47,42,35,54.0,48,47,48,1261.6,28,34,39,0.7,131.4,154.5,123.1,50.0,0.260536585,-0.260536585,0.055560976,0.055707317,-0.050243902,400.3,397.7,397.8,39,41,40,70,73,66,50,353.9,30,0,19004,0,0,-17196,0,19004,-17196,11.1,23
21,42.9,9.5,5.8,5.1,-1.5,31,36,62,37,39,49,43,36,57.0,50,50,50,1357.4,28,34,39,0.8,214.3,243.4,217.5,50.0,0.377707317,-0.377707317,0.100195122,0.100390244,-0.057414634,399.9,397.4,397.5,40,41,41,71,73,67,50,33.5,30,0,34334,0,0,-19381,0,34334,-19381,12.0,23
23,347.8,-24.3,4.2,4.1,-0.3,31,38,69,38,38,47,43,37,56.0,51,51,51,1261.2,29,36,39,0.7,103.2,118.2,98.5,50.0,0.192682927,-0.192682927,0.042926829,0.041073171,-0.035463415,400.9,398.6,398.6,39,40,40,71,74,67,49,12.1,31,-57,14164,0,-78,-12082,0,14108,-12161,11.1,24
31,129.3,14.1,5.4,4.9,-1.3,41,43,62,43,42,51,47,41,50.0,48,48,48,1324.2,36,41,43,0.7,194.7,213.1,199.0,50.0,0.319853659,-0.319853659,0.092097561,0.089268293,-0.042,399.9,398.1,397.9,43,44,44,73,75,69,45,115.1,38,-43,30452,0,7,-14134,0,30409,-14127,11.7,36
31,101.3,4.0,4.8,4.6,-0.4,42,43,65,44,43,52,47,43,55.0,52,51,52,1285.9,36,41,43,0.8,146.8,160.4,152.3,50.0,0.265609756,-0.265609756,0.081170732,0.074487805,-0.031512195,398.8,397.3,396.8,43,45,44,73,76,70,45,97.3,38,-596,26003,0,-777,-9971,0,25407,-10748,11.4,36
31,108.4,-19.0,4.9,4.7,-0.9,42,44,69,44,44,52,47,44,58.0,54,54,54,1289.8,36,42,44,0.7,196.5,215.2,206.0,50.0,0.29,-0.29,0.075073171,0.074536585,-0.031317073,399.2,397.2,396.9,44,46,46,73,76,70,46,127.4,38,0,25392,0,0,-10375,0,25392,-10375,11.4,37
34,246.6,-25.5,4.9,4.5,-0.9,45,48,76,48,44,52,48,48,61.0,59,59,59,1282.1,39,46,44,0.8,120.4,141.3,120.8,50.0,0.27697561,-0.27697561,0.060585366,0.059853659,-0.037804878,400.9,399.0,398.8,44,46,45,77,80,74,50,272.1,41,-28,20377,0,-41,-12845,0,20349,-12886,11.3,39
34,213.3,-33.7,4.3,4.4,-0.4,46,48,82,48,42,54,49,49,63.0,64,63,64,1259.0,40,46,42,0.7,118.0,136.8,111.3,50.0,0.23897561,-0.23897561,0.049804878,0.049463415,-0.047365854,399.8,397.5,397.5,42,44,44,77,80,74,52,246.9,42,0,16844,0,0,-16183,0,16844,-16183,11.1,40
34,255.5,17.6,4.0,3.9,0.1,46,49,85,49,44,53,49,50,63.0,65,64,65,1252.2,40,46,43,0.7,84.0,95.7,79.0,50.0,0.141658537,-0.141658537,0.032536585,0.026926829,-0.033219512,400.3,398.3,398.0,44,45,45,78,80,74,50,237.8,42,-417,9744,0,-546,-10851,0,9326,-11397,11.1,39
33,298.6,42.9,5.1,5.1,-1.1,46,49,86,49,44,54,49,50,64.0,65,64,65,1282.0,40,46,44,0.9,180.3,202.3,182.7,50.0,0.403414634,-0.403414634,0.100292683,0.100195122,-0.042926829,400.4,398.9,398.8,44,46,45,78,81,75,45,255.7,41,0,34117,0,0,-14663,0,34117,-14663,11.3,39
34,242.4,-24.3,4.5,4.5,-0.5,46,48,76,48,44,50,48,46,57.0,57,56,57,1258.0,39,46,44,0.7,150.8,170.1,155.0,50.0,0.299170732,-0.299170732,0.064487805,0.062878049,-0.043317073,399.6,397.8,397.4,44,46,45,79,81,75,48,266.6,41,-283,21645,0,-379,-14297,0,21362,-14675,11.1,39
31,150.3,21.2,4.9,4.6,-1.1,43,47,66,46,44,48,47,42,48.0,52,51,52,1254.2,37,43,44,0.5,257.3,274.3,268.6,50.0,0.291560976,-0.291560976,0.06004878,0.060097561,-0.06297561,395.8,393.9,393.0,44,46,45,79,82,76,49,129.2,40,0,20600,0,0,-21789,0,20600,-21789,11.1,34
28,107.6,-17.3,5.3,5.0,-1.4,36,44,70,43,43,51,46,41,54.0,54,53,54,1268.1,35,41,44,0.9,155.6,194.7,172.9,50.0,0.414243902,-0.414243902,0.088829268,0.088634146,-0.046829268,399.5,397.4,396.3,44,45,45,79,81,75,53,125.0,37,0,30260,0,0,-16030,0,30260,-16030,11.2,29
29,111.0,-13.9,5.6,5.6,-1.6,35,45,83,45,38,55,49,46,61.0,63,63,64,1292.4,36,43,39,0.9,218.6,258.7,239.3,50.0,0.487560976,-0.487560976,0.133317073,0.133317073,-0.044390244,403.6,401.3,400.6,39,40,40,79,82,76,46,124.9,37,0,45576,0,0,-15168,0,45576,-15168,11.4,30
30,59.8,-18.1,5.3,5.3,-1.0,38,47,103,45,38,56,53,62,76.0,84,83,84,1329.7,42,43,39,0.8,242.2,259.2,236.3,50.0,0.352341463,-0.352341463,0.129073171,0.128487805,-0.049512195,401.2,399.1,399.7,39,40,40,80,83,75,51,78.0,40,0,43546,0,0,-16927,0,43546,-16927,11.7,33
32,92.1,-3.7,10.0,9.2,-1.0,44,52,120,53,48,68,57,74,94.0,119,114,116,1638.3,51,55,49,1.0,1095.5,1119.1,1096.3,50.0,0.44004878,-0.479512195,0.634195122,0.63595122,-0.096390244,398.6,396.6,398.1,51,52,52,86,92,87,44,95.9,46,0,216519,0,0,-32928,0,216519,-32928,14.5,38
33,95.1,-17.9,11.5,10.4,0.5,43,55,125,55,48,70,58,81,97.0,129,123,125,1665.3,55,57,51,1.0,1370.0,1395.9,1372.8,50.0,0.344926829,-0.427512195,0.801658537,0.805414634,-0.10502439,402.7,400.5,402.1,52,54,53,89,96,93,49,113.1,47,0,275249,0,0,-35867,0,275249,-35867,14.7,37
29,83.6,-19.9,13.7,12.7,5.7,38,47,61,45,49,60,56,47,59.0,72,66,66,1681.5,41,45,53,1.0,1650.3,1678.3,1658.2,50.0,0.202926829,-0.293512195,0.970780488,0.97195122,-0.106731707,402.5,400.2,401.8,55,57,56,70,75,70,47,103.6,39,0,332110,0,0,-36460,0,332110,-36460,14.8,31
29,88.6,-7.6,12.5,11.6,2.9,37,47,72,46,48,65,55,54,68.0,84,76,77,1679.3,43,48,52,1.0,1585.3,1614.5,1592.5,50.0,0.242634146,-0.339365854,0.930829268,0.934292683,-0.108195122,403.0,400.6,402.1,54,55,54,72,78,74,49,96.2,40,0,319264,0,0,-36968,0,319264,-36968,14.8,31
29,102.0,5.7,12.2,11.3,2.3,37,48,81,48,50,66,55,58,74.0,91,85,86,1679.3,44,50,54,1.0,1527.2,1557.8,1534.9,50.0,0.271414634,-0.360292683,0.895902439,0.899317073,-0.108536585,402.7,400.2,401.7,55,57,56,74,80,76,50,96.2,41,0,307288,0,0,-37077,0,307288,-37077,14.8,31
29,98.0,1.7,11.6,10.9,1.0,37,48,88,48,48,67,55,62,78.0,97,90,91,1675.7,45,50,51,1.0,1491.2,1520.3,1498.1,50.0,0.298243902,-0.389804878,0.870780488,0.87502439,-0.108731707,401.5,399.1,400.6,53,55,53,76,82,78,51,96.2,41,0,298962,0,0,-37153,0,298962,-37153,14.8,31
29,97.0,-6.5,11.6,10.9,0.7,37,48,93,48,50,67,55,65,81.0,103,96,97,1675.7,46,50,53,1.0,1517.1,1545.8,1524.9,50.0,0.28595122,-0.398780488,0.886878049,0.890146341,-0.106682927,401.2,398.9,400.2,55,57,56,77,83,79,52,103.6,42,0,303985,0,0,-36441,0,303985,-36441,14.8,31
28,101.3,3.6,13.8,12.7,5.8,37,49,98,49,48,67,56,67,83.0,110,102,104,1681.3,47,51,53,1.0,1655.1,1686.1,1665.2,50.0,0.201658537,-0.29102439,0.97204878,0.973219512,-0.106829268,401.6,399.0,400.5,54,56,55,79,85,81,52,97.6,41,0,332493,0,0,-36497,0,332493,-36497,14.8,31
26,99.6,1.2,13.2,12.3,4.6,34,43,65,42,44,62,56,45,62.0,77,70,70,1682.0,38,42,48,1.0,1663.3,1690.5,1662.2,50.0,0.204243902,-0.295365854,0.969463415,0.97102439,-0.109609756,399.9,397.2,399.3,50,52,50,69,74,72,46,98.3,36,0,331841,0,0,-37435,0,331841,-37435,14.9,28
26,83.7,-14.6,13.6,12.6,5.5,34,44,75,44,44,65,54,51,70.0,88,80,80,1681.2,40,45,48,1.0,1665.3,1693.0,1663.0,50.0,0.205414634,-0.295414634,0.968292683,0.97004878,-0.108634146,399.2,396.3,398.6,50,52,51,71,77,75,47,98.3,36,0,331410,0,0,-37117,0,331410,-37117,14.8,28
31,80.0,-39.7,7.7,7.0,-2.0,41,46,98,45,43,61,52,63,79.0,80,79,80,1545.5,43,44,44,1.0,508.8,529.4,497.0,50.0,0.483804878,-0.483804878,0.288146341,0.288,-0.071219512,397.5,395.3,396.9,45,46,46,67,74,68,51,119.7,40,0,98170,0,0,-24320,0,98170,-24320,13.6,36
32,107.5,17.5,7.1,6.8,-1.9,43,50,103,48,42,61,51,65,81.0,85,83,85,1486.7,45,47,42,0.9,466.2,486.7,459.0,50.0,0.484829268,-0.484829268,0.266390244,0.266097561,-0.070829268,401.8,399.8,401.1,43,45,44,68,74,69,49,89.9,43,0,90717,0,0,-24202,0,90717,-24202,13.1,37
33,89.3,-10.4,8.9,8.4,-2.0,39,48,62,47,46,55,52,46,58.0,58,56,57,1646.6,42,45,47,1.0,853.9,879.7,858.9,50.0,0.485804878,-0.487804878,0.500195122,0.49897561,-0.077512195,399.8,397.8,398.9,48,49,49,65,70,64,49,99.7,41,0,170284,0,0,-26479,0,170284,-26479,14.5,34
33,72.2,-18.4,8.3,7.9,-2.1,39,48,68,47,45,62,54,51,67.0,64,62,63,1604.2,43,46,46,1.0,706.0,732.2,709.2,50.0,0.487756098,-0.487804878,0.411365854,0.411560976,-0.076243902,399.9,398.2,399.0,47,48,48,65,70,65,50,90.6,42,0,141002,0,0,-26083,0,141002,-26083,14.2,34
33,96.0,-2.4,8.8,8.1,-2.0,39,49,73,48,44,63,56,54,72.0,68,66,67,1632.3,44,47,45,1.0,782.6,806.9,784.7,50.0,0.487512195,-0.487804878,0.454292683,0.454341463,-0.079317073,398.5,396.9,397.9,46,48,47,66,71,65,51,98.3,42,0,155082,0,0,-27089,0,155082,-27089,14.4,34
34,81.1,-17.2,8.6,7.9,-2.1,39,49,78,49,45,64,56,56,74.0,72,70,70,1624.1,44,48,46,1.0,735.4,758.9,736.0,50.0,0.487804878,-0.487804878,0.42604878,0.426,-0.078487805,398.3,396.8,397.9,47,48,48,66,71,66,51,98.3,42,0,145764,0,0,-26798,0,145764,-26798,14.3,34
34,124.6,33.5,8.0,7.5,-2.1,40,49,82,49,44,64,53,58,76.0,73,72,72,1568.1,45,49,45,1.0,622.7,646.8,622.6,50.0,0.487804878,-0.487804878,0.36004878,0.359317073,-0.076634146,398.5,396.8,397.8,46,47,47,66,72,66,52,91.0,42,0,122642,0,0,-26193,0,122642,-26193,13.8,35
33,134.7,6.6,5.9,5.4,-1.7,40,50,93,48,42,58,52,60,75.0,76,75,76,1333.2,44,46,42,0.9,216.6,238.7,214.8,50.0,0.446878049,-0.446878049,0.121317073,0.121073171,-0.047073171,399.9,398.0,398.5,43,44,44,66,72,65,47,128.1,43,0,41391,0,0,-16089,0,41391,-16089,11.8,35
34,108.7,-19.8,4.4,4.1,-0.3,40,50,94,48,42,57,52,60,73.0,75,75,75,1258.0,43,45,42,0.7,92.0,101.8,83.7,50.0,0.17902439,-0.17902439,0.039658537,0.034439024,-0.030243902,400.7,398.9,399.0,42,44,43,66,72,65,48,128.4,42,-320,12093,0,-337,-10000,0,11773,-10336,11.1,34
34,96.4,-8.2,4.1,3.9,-0.1,40,50,94,47,44,55,52,59,71.0,75,74,75,1251.9,43,45,43,0.7,85.2,94.7,74.5,50.0,0.14497561,-0.14497561,0.031463415,0.026878049,-0.033365854,401.4,399.4,399.5,44,45,45,66,71,64,49,104.7,43,-667,9864,0,-581,-10829,0,9197,-11409,11.1,34
33,125.2,11.8,4.1,3.9,0.1,40,49,94,47,42,54,51,58,69.0,73,73,73,1261.4,43,44,42,0.7,82.0,92.3,76.2,50.0,0.145707317,-0.145707317,0.033463415,0.027317073,-0.027414634,401.7,399.9,399.7,43,44,44,65,71,64,51,113.4,42,-863,10136,0,-818,-8516,0,9272,-9335,11.1,34
33,128.1,27.6,5.0,4.8,-1.1,40,49,94,47,44,55,52,58,68.0,73,72,73,1274.3,43,45,44,0.8,147.8,168.9,144.2,50.0,0.332682927,-0.332682927,0.07497561,0.075121951,-0.045219512,401.0,399.2,399.1,44,46,45,65,71,64,52,100.4,41,0,25617,0,0,-15432,0,25617,-15432,11.3,34
32,110.3,12.7,5.8,5.5,-1.6,40,49,96,48,42,57,52,58,68.0,73,73,74,1329.0,43,46,42,0.9,224.2,252.6,227.9,50.0,0.455121951,-0.455121951,0.127609756,0.127268293,-0.050439024,400.5,398.7,398.8,42,44,43,65,71,63,53,97.6,41,0,43465,0,0,-17226,0,43465,-17226,11.7,34
31,90.7,-9.7,7.3,7.0,-2.0,40,50,99,49,42,62,55,61,75.0,77,76,77,1524.1,44,48,42,1.0,492.8,528.6,507.4,50.0,0.487609756,-0.487609756,0.287853659,0.288536585,-0.063804878,397.4,395.3,395.6,43,45,44,65,71,64,45,100.4,42,0,98468,0,0,-21795,0,98468,-21795,13.5,33
30,131.1,14.9,5.4,5.1,-1.1,39,50,102,50,43,59,51,61,73.0,77,76,77,1346.8,43,49,43,0.7,207.3,233.1,204.6,50.0,0.33404878,-0.33404878,0.106682927,0.107365854,-0.052585366,400.9,398.7,398.7,43,45,45,65,70,64,50,116.2,42,0,36974,0,0,-17984,0,36974,-17984,11.9,32
27,112.9,3.7,4.8,4.4,-0.9,36,46,76,42,38,51,48,46,47.0,58,57,58,1263.4,37,39,38,0.7,106.0,137.0,106.8,50.0,0.243317073,-0.243317073,0.051853659,0.051707317,-0.037512195,399.0,396.5,395.7,39,40,40,61,66,59,49,109.2,37,0,17565,0,0,-12810,0,17565,-12810,11.2,29
28,101.2,-0.6,5.0,4.8,-1.1,36,45,78,42,39,52,49,46,48.0,60,59,60,1263.2,37,40,40,0.8,138.5,170.8,142.6,50.0,0.352243902,-0.352243902,0.073658537,0.073804878,-0.045512195,401.2,398.9,398.3,40,41,41,61,65,59,49,101.8,36,0,25295,0,0,-15537,0,25295,-15537,11.2,29
27,109.2,-9.4,7.5,6.8,-2.2,35,44,93,44,37,57,51,48,55.0,68,67,68,1555.9,35,42,37,1.0,435.5,473.6,448.2,50.1,0.487804878,-0.487804878,0.25804878,0.258390244,-0.058,400.8,398.0,398.7,39,40,40,61,69,66,52,118.6,36,0,88481,0,0,-19810,0,88481,-19810,13.7,28
27,101.2,-10.5,4.8,4.7,-1.0,34,45,94,45,37,55,51,50,57.0,67,66,67,1260.1,35,43,38,0.7,152.9,173.7,139.9,50.1,0.318292683,-0.318292683,0.068,0.06795122,-0.057219512,402.1,399.2,399.6,38,40,39,63,70,67,52,111.7,36,0,23224,0,0,-19541,0,23224,-19541,11.1,28
27,103.2,-8.4,8.0,7.4,-2.2,34,45,95,45,40,57,52,51,57.0,68,67,68,1595.6,35,43,40,1.0,579.4,617.3,589.9,50.1,0.487073171,-0.487073171,0.34297561,0.342585366,-0.066195122,401.4,398.6,399.5,42,43,43,63,71,68,52,111.7,36,0,116919,0,0,-22604,0,116919,-22604,14.1,28
27,113.4,-10.8,4.7,4.5,-0.8,34,42,75,42,38,51,48,43,55.0,60,59,60,1252.2,34,40,38,0.5,239.7,259.4,249.8,50.0,0.268829268,-0.268829268,0.054878049,0.054829268,-0.058682927,398.9,396.1,395.4,39,40,40,75,80,75,52,124.3,36,0,18728,0,0,-20485,0,18728,-20485,11.1,28
28,126.0,1.7,4.7,4.5,-0.9,34,42,78,43,39,51,48,44,60.0,62,61,62,1251.9,35,40,40,0.4,255.6,273.9,265.1,50.0,0.260829268,-0.260829268,0.053219512,0.053219512,-0.055317073,399.7,397.1,396.3,40,41,41,75,80,75,52,124.3,36,0,18204,0,0,-18983,0,18204,-18983,11.1,28
32,287.7,11.7,4.5,4.6,-0.5,40,43,51,43,44,50,45,40,49.0,46,46,46,1266.8,37,41,44,0.8,127.6,152.4,135.8,50.0,0.304585366,-0.304585366,0.066829268,0.065365854,-0.041463415,398.0,396.1,395.2,44,46,45,75,78,72,47,276.0,39,-66,22337,0,-111,-14024,0,22270,-14136,11.2,35
31,276.1,0.1,5.3,5.2,-1.3,41,44,58,44,43,53,46,42,53.0,50,50,50,1290.1,37,41,44,0.9,177.8,205.4,189.3,50.0,0.420926829,-0.420926829,0.101658537,0.101707317,-0.044341463,400.5,398.7,398.1,44,45,45,75,78,73,44,276.0,38,0,34731,0,0,-15129,0,34731,-15129,11.4,35
31,257.4,-26.0,4.8,4.6,-0.9,41,44,63,44,43,52,46,43,56.0,53,53,53,1264.3,37,42,43,0.8,127.7,153.0,133.4,50.0,0.300341463,-0.300341463,0.065073171,0.065073171,-0.044146341,400.1,398.5,397.6,43,45,44,75,78,73,46,283.4,38,0,22277,0,0,-15082,0,22277,-15082,11.2,35
32,301.6,34.0,3.9,3.9,-0.1,41,45,75,46,44,51,46,45,59.0,60,59,60,1254.0,37,43,44,0.6,89.6,107.4,92.8,50.0,0.153902439,-0.153902439,0.031560976,0.030097561,-0.032780488,401.5,399.8,398.7,44,45,45,75,79,73,49,267.7,39,-172,10523,0,-202,-10900,0,10351,-11102,11.1,35
32,259.3,-27.9,3.9,3.8,0.3,41,45,77,46,43,50,46,45,60.0,61,60,61,1254.4,37,44,43,0.5,121.3,130.6,128.3,50.0,0.13004878,-0.13004878,0.029317073,0.023756098,-0.020731707,403.6,402.1,400.7,43,45,44,75,79,73,50,287.2,39,-539,8608,0,-700,-6526,0,8069,-7226,11.1,36
32,285.7,9.6,4.4,4.4,-0.5,42,46,80,46,44,51,46,46,60.0,62,61,62,1257.5,38,44,44,0.5,180.6,196.9,192.5,50.0,0.240439024,-0.240439024,0.049219512,0.049365854,-0.041317073,398.2,396.3,395.4,44,46,45,76,79,74,51,276.1,40,0,16856,0,0,-14157,0,16856,-14157,11.1,36
33,355.0,29.9,4.6,4.4,-0.6,40,45,56,45,44,51,45,42,55.0,47,47,47,1267.0,40,43,44,0.7,135.4,155.9,139.5,50.0,0.259658537,-0.259658537,0.057658537,0.055512195,-0.037121951,397.4,395.3,394.7,45,46,46,75,78,72,45,325.1,42,1,18992,0,-37,-12769,0,18993,-12806,11.2,36
33,295.4,-12.1,5.5,5.3,-1.2,41,45,62,46,43,53,46,43,59.0,52,51,51,1316.2,39,44,44,0.9,203.9,229.4,215.1,50.0,0.388341463,-0.388341463,0.120487805,0.114243902,-0.04204878,399.8,397.9,397.5,44,45,45,76,78,72,44,307.6,41,-222,39186,0,-276,-14091,0,38964,-14368,11.6,36
31,304.0,34.3,7.1,6.8,-1.9,41,46,71,47,44,57,48,46,65.0,59,58,59,1487.0,38,44,44,0.9,446.6,481.0,464.1,50.0,0.48404878,-0.48404878,0.262780488,0.261365854,-0.068829268,400.2,398.2,398.0,45,46,46,76,79,73,47,269.7,40,0,89059,0,0,-23501,0,89059,-23501,13.1,36
31,273.1,15.6,7.3,7.1,-2.1,41,46,75,47,43,59,50,49,69.0,64,62,63,1514.0,39,45,43,1.0,520.2,554.7,537.3,50.0,0.487804878,-0.487804878,0.303560976,0.302926829,-0.077902439,398.7,396.7,396.7,44,46,45,77,79,73,48,257.5,40,0,103966,0,0,-26652,0,103966,-26652,13.4,36
30,287.0,20.4,7.1,6.9,-2.0,41,47,79,47,43,59,51,50,71.0,66,64,65,1488.5,38,45,43,1.0,472.1,504.8,484.3,50.0,0.487804878,-0.487804878,0.273268293,0.272829268,-0.079609756,399.1,397.1,397.3,44,46,45,77,80,74,49,266.6,39,0,93326,0,0,-27194,0,93326,-27194,13.1,35
30,300.1,33.5,6.8,6.7,-1.9,41,47,84,47,44,59,52,52,73.0,69,67,68,1465.8,38,46,44,0.9,423.6,454.2,432.8,50.0,0.487073171,-0.487073171,0.244634146,0.244536585,-0.073560976,400.5,398.6,398.8,45,46,46,78,81,75,50,266.6,39,0,83728,0,0,-25133,0,83728,-25133,12.9,35
30,310.9,52.3,6.6,6.3,-1.9,41,48,97,49,44,60,55,57,74.0,73,72,72,1433.8,38,47,44,0.9,344.2,374.9,353.8,50.0,0.483609756,-0.483609756,0.200926829,0.200731707,-0.059902439,401.7,399.7,399.9,44,46,45,80,83,77,53,258.5,40,0,68661,0,0,-20459,0,68661,-20459,12.7,35
26,298.6,0.5,3.9,4.0,0.0,38,45,99,44,38,55,53,64,73.0,74,73,74,1254.2,36,43,39,0.6,98.4,119.8,94.9,50.0,0.169219512,-0.169219512,0.036682927,0.035317073,-0.041756098,401.1,399.2,398.3,39,40,40,84,87,81,51,298.1,37,-297,12532,0,-246,-14072,0,12234,-14318,11.1,30
28,175.6,19.4,5.5,5.3,-1.5,40,42,66,43,37,52,45,54,61.0,53,53,53,1305.2,35,40,38,0.9,186.5,220.2,203.9,50.0,0.446682927,-0.446682927,0.110878049,0.110439024,-0.043463415,400.4,398.5,397.7,38,39,39,74,77,70,50,156.2,36,0,37693,0,0,-14855,0,37693,-14855,11.5,35
31,191.6,-33.3,4.0,3.8,-0.1,43,45,76,45,38,50,46,52,63.0,59,58,59,1255.2,37,43,38,0.7,60.6,76.2,61.5,50.0,0.105853659,-0.105853659,0.022292683,0.019804878,-0.021268293,399.1,396.9,396.1,39,40,40,76,78,72,52,224.8,39,-145,6858,0,-169,-7031,0,6713,-7200,11.1,37
31,180.1,-30.1,4.3,3.9,-0.3,43,46,78,45,38,50,46,53,64.0,61,60,61,1254.4,37,43,38,0.7,79.9,98.0,79.5,50.0,0.146439024,-0.146439024,0.030487805,0.027902439,-0.030439024,398.3,396.2,395.3,39,40,40,76,79,72,53,210.1,39,-188,9721,0,-200,-10175,0,9533,-10375,11.1,37
30,290.4,28.6,4.5,4.5,-0.5,43,47,89,47,44,50,47,56,63.0,63,62,63,1258.0,37,44,44,0.7,117.6,144.4,122.9,50.0,0.268878049,-0.268878049,0.058634146,0.05404878,-0.044780488,400.9,398.9,397.9,44,45,45,77,80,74,47,261.7,39,-320,18720,0,-406,-14824,0,18400,-15230,11.1,36
27,117.5,-4.3,5.5,5.3,-1.5,40,43,59,43,37,50,46,44,49.0,48,47,48,1294.5,34,40,38,0.9,192.0,228.3,206.8,50.0,0.446243902,-0.446243902,0.11102439,0.110829268,-0.048341463,399.2,396.7,396.2,38,40,39,77,80,74,51,121.8,36,0,37924,0,0,-16506,0,37924,-16506,11.4,31
26,119.6,-2.2,4.3,4.1,-0.3,37,43,71,43,39,50,46,52,57.0,56,55,56,1252.2,34,40,39,0.7,88.8,111.1,84.9,50.0,0.185609756,-0.185609756,0.038,0.037414634,-0.034,399.6,397.1,396.7,40,41,41,77,80,74,52,121.8,36,-23,12730,0,-33,-11504,0,12708,-11537,11.1,29
26,109.8,-0.1,7.1,6.5,-2.1,35,44,87,44,39,55,49,55,65.0,66,64,66,1508.9,34,41,39,1.0,365.1,402.9,379.0,50.1,0.487804878,-0.487804878,0.21595122,0.215707317,-0.057658537,399.7,397.0,397.4,40,41,41,77,80,74,53,109.9,35,0,73684,0,0,-19726,0,73684,-19726,13.3,27
25,93.9,-15.3,8.3,7.8,-2.2,33,45,99,45,38,63,57,61,75.0,77,75,77,1624.0,36,45,39,1.0,678.8,710.4,678.4,50.1,0.487804878,-0.487804878,0.391902439,0.392585366,-0.082878049,398.4,395.5,397.3,40,42,41,81,84,78,52,109.2,36,0,134332,0,0,-28314,0,134332,-28314,14.3,27
29,105.1,2.9,13.0,12.2,17.5,37,54,127,54,44,69,58,86,99.0,139,131,133,1379.5,55,57,46,0.9,1207.2,1227.4,1209.8,50.0,0.219268293,-0.290292683,0.92702439,0.701170732,-0.089121951,402.0,399.7,401.3,48,49,49,93,102,101,46,102.2,44,-995,241561,0,-951,-29605,0,240565,-30556,12.2,31
